Storm Name,Storm Level,Casualties,Location
Sabrina,4,80,Lancaster
Margot,3,92,Berna
Mackenzie,3,244,Lyon
Domenic,3,73,Minneapolis
Barry,4,262,Arlington
Summer,4,20,Minneapolis
Rae,1,244,Paris
Rufus,1,59,Orlando
Lucas,4,96,Springfield
Eduardo,4,97,Lyon
Ramon,2,114,Richmond
Ethan,4,1,Salem
Vanessa,3,289,London
Macy,4,189,Milwaukee
Mackenzie,2,235,Laredo
Domenic,3,133,Indianapolis
Caleb,3,16,Columbus
Sloane,3,198,Glendale
Oliver,1,290,Columbus
Drew,4,282,Stockton
Tony,1,88,San Jose
Meredith,3,62,Tallahassee
Martin,2,170,Santa Ana
Cynthia,3,109,St. Louis
Shannon,1,238,Albuquerque
Penelope,2,55,Salem
Michael,3,98,Santa Ana
Nicholas,2,197,Salt Lake City
Drew,2,115,Honolulu
Leah,3,54,Arlington
Megan,2,190,Bakersfield
Aleksandra,2,21,Madrid
Tyler,2,293,Rochester
Angelique,1,234,Chicago
Mona,4,76,Jacksonville
Matt,4,270,Lincoln
Caleb,2,274,Norfolk
Gil,4,67,Fremont
Noah,1,82,Cincinnati
Peter,2,58,Milano
Matt,4,211,Memphis
Nate,1,260,El Paso
Alexa,3,5,Murfreesboro
Beatrice,2,1,Minneapolis
Aurelia,4,45,Richmond
Leroy,3,160,Escondido
Clint,3,122,Charlotte
Boris,3,198,Denver
Alexander,1,103,Milano
Lucas,1,227,Philadelphia
Henry,2,255,Bellevue
Percy,3,165,Richmond
Samantha,3,175,Fort Lauderdale
Phillip,1,28,Irving
Javier,3,257,Glendale
Kieth,3,197,Tokyo
Roger,4,201,Omaha
Gabriel,3,74,El Paso
Charlotte,1,153,Worcester
Tony,3,62,Lakewood
Emery,1,27,Prague
Noemi,3,3,Sacramento
Scarlett,4,151,Miami
Manuel,1,6,Madison
Iris,4,64,Huntsville
Carl,1,86,Wien
Chris,2,235,Saint Paul
Lynn,4,279,Quebec
Lara,3,176,Portland
Percy,3,18,Toledo
Percy,2,222,Tallahassee
Julianna,4,48,Reno
Aeris,2,286,Garland
Elijah,1,273,Lincoln
Roger,1,5,Fort Lauderdale
Sonya,2,116,Prague
Logan,1,60,Fort Lauderdale
Ronald,3,153,Toledo
Doris,3,63,Omaha
William,4,87,Arlington
Daniel,3,2,Anaheim
Gabriel,2,181,Wien
Valerie,2,124,San Antonio
Tom,1,247,Lincoln
Harry,3,247,Stockton
Elise,4,135,Berlin
Claire,4,37,Houston
Doug,1,174,Escondido
Bob,1,135,San Antonio
Mayleen,1,120,Cincinnati
Josh,4,73,Oakland
Alan,4,267,Long Beach
Elena,1,208,El Paso
Peyton,2,195,Hayward
Bryce,3,160,Hayward
Logan,1,6,London
John,2,217,Fremont
George,3,127,London
Abbey,2,75,Charlotte
Caleb,2,170,Lyon
Chadwick,3,175,Detroit
Carmen,2,127,Phoenix
Liv,4,153,Prague
Carla,2,20,Saint Paul
Emely,4,83,Fayetteville
Marjorie,2,184,Los Angeles
Parker,3,2,Lakewood
Jenna,4,262,Fort Lauderdale
Javier,2,223,Worcester
Tania,4,152,Hayward
Alan,1,291,Jacksonville
Russel,2,155,Fort Lauderdale
Janelle,4,209,Paris
Jennifer,4,192,Rome
Abdul,2,280,Fremont
Dorothy,1,211,Nashville
Abdul,4,238,St. Louis
Rosalie,3,70,Philadelphia
Nick,2,221,Bellevue
Tania,3,168,Wien
Chloe,1,293,Miami
Alex,2,104,Otawa
Parker,3,60,Hayward
Elijah,4,118,Huntsville
Catherine,3,232,Jacksonville
Domenic,3,232,Irving
Oliver,3,193,New York
Phillip,4,102,Dallas
Lauren,2,161,Ontario
Irene,1,276,Fullerton
Phoebe,1,190,Scottsdale
Roger,2,63,Tulsa
Marvin,3,203,Lyon
Ron,4,88,Stockton
Jacob,3,224,Milano
Adalind,4,208,Escondido
Barry,4,246,Berlin
Lorraine,4,19,Fort Lauderdale
Carmen,3,238,London
Elijah,3,156,Honolulu
Ramon,4,242,Valetta
Abdul,2,43,Detroit
Barney,3,277,New Orleans
Christine,3,230,Los Angeles
Johnathan,4,47,Atlanta
Joseph,4,111,Kansas City
Goldie,2,240,Chicago
Noemi,4,123,Rome
Adalie,4,67,Irving
Julius,3,75,Washington
Aiden,4,235,Salt Lake City
Tony,3,91,Paris
Carter,1,282,St. Louis
Tiffany,4,132,Murfreesboro
Alessia,2,72,Salem
Michaela,3,145,Hollywood
Gil,3,13,Nashville
Lauren,3,207,London
Rick,3,67,New York
Manuel,4,274,Detroit
Denis,2,219,Lancaster
Valerie,3,167,Tallahassee
Vera,1,96,Dallas
Bryon,1,187,Arlington
Brooklyn,1,19,Dallas
Harvey,1,102,Dallas
Priscilla,3,193,Ontario
Sienna,4,130,El Paso
Aurelia,1,126,Denver
Sylvia,2,174,Long Beach
Skylar,2,193,Moreno Valley
Tess,1,28,Oklahoma City
Carl,2,275,Garland
Drew,3,73,Venice
Elise,3,223,Indianapolis
Kurt,3,276,Memphis
Camila,2,2,Madrid
Fred,1,268,Salt Lake City
Danielle,4,278,Memphis
Amy,1,37,Honolulu
Mike,1,190,Worcester
Barry,3,63,Prague
Grace,2,250,Jacksonville
Martin,2,160,Fort Lauderdale
Jenna,3,41,Venice
Mayleen,3,146,Reno
Maribel,3,8,Phoenix
Havana,4,128,Columbus
Elijah,4,47,Huntsville
Denny,4,46,Fort Lauderdale
Nick,3,297,San Francisco
Aurelia,4,206,Berna
Kaylee,1,148,Atlanta
Jacob,1,46,Portland
Amy,4,280,Paris
Maria,3,62,Charlotte
Amy,3,105,Fremont
Daniel,3,201,Portland
Aiden,1,294,Rome
Ethan,2,196,Zurich
Percy,4,99,Indianapolis
Harry,3,241,Lisbon
Michael,3,229,Irving
Matt,3,259,Los Angeles
Amy,3,99,Fullerton
Oliver,4,122,Colorado Springs
Clint,4,257,Tallahassee
Kieth,1,274,Washington
Gwen,4,193,Detroit
Abdul,2,94,Albuquerque
Melinda,2,276,Phoenix
Jazmin,2,112,Salem
Danny,2,8,Philadelphia
Phillip,4,146,Quebec
Rocco,4,162,Omaha
Grace,4,146,Fremont
Crystal,3,56,Madrid
Agnes,4,55,San Jose
Diane,4,205,Anaheim
Denis,4,234,London
Emmanuelle,4,93,Charlotte
Julian,4,108,Paris
Martin,4,224,Santa Ana
Tony,1,191,Rochester
Johnathan,3,26,Honolulu
Matt,1,276,Bakersfield
Crystal,1,33,Fullerton
Adela,2,81,Portland
Gil,3,1,Atlanta
Oliver,1,267,Stockton
Johnathan,1,176,Amarillo
Jocelyn,4,125,Laredo
Phillip,1,78,Murfreesboro
Melinda,4,237,Jersey City
Michaela,4,243,Jersey City
Maddison,3,176,Valetta
Tom,1,241,Jacksonville
Alba,3,52,Norfolk
Nick,4,30,Escondido
William,2,145,Baltimore
Joseph,2,192,Berlin
Belinda,2,101,Omaha
Bob,1,2,Lisbon
Juliette,1,147,Omaha
Tom,3,244,Huntsville
Gabriel,4,158,Fullerton
Sydney,1,235,Louisville
Ron,3,268,Nashville
Sydney,1,184,Toledo
Wade,4,22,Pittsburgh
Harvey,4,276,Laredo
Barney,2,213,Bellevue
Tyler,4,112,Salem
Erin,2,176,Dallas
Carter,2,53,Indianapolis
Jules,1,217,Denver
Maxwell,3,251,Fort Lauderdale
Noah,2,182,London
Sharon,4,220,El Paso
Cassandra,4,116,Fullerton
Mavis,1,131,Jacksonville
Chris,3,146,St. Louis
Andie,3,170,Dallas
Summer,4,70,Otawa
Henry,4,64,Minneapolis
Barney,3,88,San Francisco
Mabel,3,231,Oakland
Adalie,2,21,Innsbruck
Alan,4,91,Wien
Ruby,2,29,Bridgeport
Janelle,3,206,Cincinnati
Carter,1,27,Wien
Josh,2,39,Madrid
Melody,4,258,El Paso
Savannah,4,298,Sacramento
Stacy,3,45,Toledo
Rocco,2,194,Dallas
Mark,4,14,Minneapolis
Daniel,1,3,Indianapolis
Violet,3,273,Bridgeport
Clint,2,63,San Francisco
Lucy,3,8,Los Angeles
Eryn,4,1,Glendale
Domenic,3,147,Milano
Domenic,4,154,Wien
Iris,4,169,Oklahoma City
Martin,3,151,Kansas City
Faith,2,88,Lisbon
Isla,4,94,Tallahassee
William,1,53,Berna
Bridget,1,126,Murfreesboro
Trisha,4,45,Norfolk
Sasha,1,156,Columbus
Raquel,2,240,Stockton
Rita,2,139,Cincinnati
Isabel,3,72,Lancaster
Enoch,3,34,Moreno Valley
Peter,1,294,Oakland
Jacqueline,1,94,Zurich
Owen,2,212,Glendale
Esmeralda,2,17,Honolulu
Fred,3,210,Toledo
Angela,3,160,Fremont
Ryan,4,232,Anaheim
Michael,2,28,Lyon
Chuck,1,34,Boston
Kate,4,122,Charlotte
Luke,3,68,Bakersfield
Abdul,3,268,Sacramento
Jackeline,3,203,Berna
Anne,3,25,Philadelphia
Sasha,2,14,Philadelphia
Trisha,3,146,Garland
Penelope,1,184,Venice
Tom,3,202,San Francisco
Sabrina,2,131,New York
Mina,2,200,Tallahassee
Summer,4,161,Houston
Marvin,3,109,Springfield
Hank,1,179,Lancaster
Phillip,4,220,Fullerton
Matt,4,217,Irving
Abdul,4,43,Cincinnati
Gwenyth,4,62,Salem
Darlene,3,255,Murfreesboro
Chadwick,2,75,Otawa
Janelle,4,246,Honolulu
Domenic,3,212,Garland
Nina,1,261,Dallas
Nicholas,2,190,Henderson
Sasha,4,111,Amarillo
Carolyn,1,64,Lancaster
Julius,3,10,Sacramento
Kimberly,1,75,Jersey City
Rosalyn,1,274,Laredo
Dorothy,4,63,San Bernardino
Carter,3,37,Rochester
Valerie,3,265,Paris
Brad,2,28,Irving
Phillip,1,64,Rome
Mara,1,117,Salem
Alison,4,60,Dallas
Sage,4,107,Saint Paul
Ramon,3,252,New York
Noemi,1,20,Reno
Elle,1,74,Baltimore
Daphne,3,205,Wien
Boris,2,269,Richmond
Joyce,2,72,Pittsburgh
Denny,1,149,Las Vegas
Tyler,1,93,Lancaster
Maxwell,1,203,Saint Paul
Iris,3,120,Quebec
Evie,1,90,Honolulu
Julius,3,204,Boston
Janelle,4,114,Nashville
Holly,3,86,Louisville
Anthony,2,21,Saint Paul
Chloe,3,89,Salt Lake City
Esmeralda,4,72,Zurich
Percy,4,183,Bucharest
Denny,3,31,Bucharest
Jaylene,3,110,Washington
Johnny,2,294,Springfield
Barry,1,211,London
Tyler,2,173,Berna
Bernadette,3,10,Springfield
Gabriel,1,86,Reno
Tyson,1,22,Denver
Hannah,2,294,New York
Sloane,4,245,Las Vegas
Nancy,1,69,Bridgeport
Carolyn,4,197,Tokyo
Julius,3,284,Richmond
Nicholas,1,79,Rochester
Agnes,1,169,Paris
Hayden,2,204,Lyon
Marvin,4,21,Prague
Cedrick,4,190,Fayetteville
Jamie,3,10,Jacksonville
Hank,2,246,Reno
Wade,3,187,Lyon
Michaela,3,14,Rochester
Bob,2,194,London
Hayden,3,60,Fullerton
Michael,2,59,Charlotte
Chris,1,237,Phoenix
Camellia,3,289,El Paso
Rosalyn,1,18,Toledo
Penny,3,132,Kansas City
Wade,4,196,Tulsa
George,1,259,Indianapolis
Kurt,2,210,New Orleans
Skylar,4,111,Charlotte
Carter,2,228,Amarillo
Ron,3,33,Anaheim
Norah,4,298,Paris
Harry,2,74,Milwaukee
Tara,3,159,St. Louis
Ramon,2,155,Charlotte
Madelyn,2,155,Hayward
Emma,1,213,Colorado Springs
Thea,4,72,Milano
Kurt,2,157,Garland
Faith,3,102,Kansas City
Camden,4,136,Garland
Macy,1,58,Salt Lake City
Russel,2,51,San Francisco
Peter,3,139,Wien
Chadwick,2,10,New Orleans
Rufus,4,68,Zurich
Moira,1,94,Baltimore
Chester,3,124,Quebec
Nicole,4,39,Fort Lauderdale
Anais,2,48,Las Vegas
Lauren,1,85,Madison
Tess,3,275,Miami
Jocelyn,4,254,Lyon
Chad,1,111,Prague
Gladys,2,137,Arlington
Gemma,2,270,Albuquerque
Hank,4,77,Jersey City
Liv,3,252,Denver
Chelsea,4,289,Los Angeles
Livia,4,34,Portland
Gwenyth,4,125,Baltimore
Juliette,3,5,Pittsburgh
Penny,4,209,Huntsville
Luke,3,180,Irving
Hanna,2,67,Portland
Deborah,2,217,Pittsburgh
Cameron,1,22,Zurich
Elisabeth,2,138,Venice
Lucas,3,47,Lincoln
Maribel,1,11,Dallas
George,2,135,Rome
Denis,3,179,Lincoln
Javier,4,99,Lyon
Charlotte,4,104,Worcester
William,1,194,Colorado Springs
Rosalee,1,52,Jersey City
Angela,2,24,Rome
Sebastian,4,163,Rochester
Bob,4,123,Oakland
Bob,2,44,San Diego
Alexander,3,139,Baltimore
Victoria,3,201,Dallas
Julius,3,106,El Paso
Cedrick,4,241,Honolulu
Mark,1,48,Wien
Sebastian,3,282,Lincoln
Rose,1,185,Houston
Mark,4,83,San Jose
Adeline,1,273,Lisbon
Thea,2,157,Orlando
Matthew,3,77,Nashville
Benjamin,3,120,Milano
Joseph,4,185,Tallahassee
Angel,4,178,Omaha
Barney,3,122,Albuquerque
Shay,2,41,Innsbruck
Harvey,1,142,Salem
Estrella,4,90,Worcester
Angelina,2,235,Oklahoma City
Remy,3,190,Madison
Gil,4,289,Murfreesboro
Megan,1,12,Lancaster
Johnny,2,48,Laredo
Willow,2,118,Sacramento
Jade,3,5,Philadelphia
Johnathan,3,269,St. Louis
Ivy,3,201,Bakersfield
Grace,1,287,Milano
Violet,3,206,Omaha
Penny,1,184,Indianapolis
Melinda,1,291,Venice
Isabel,4,30,Nashville
Clint,2,220,Otawa
Carla,3,17,Berlin
Molly,2,270,Escondido
Jocelyn,4,135,Milano
Alice,1,139,Bucharest
Benny,3,215,El Paso
Rylee,1,192,Miami
Harry,4,296,Salem
Blake,1,209,Long Beach
Chester,1,205,St. Louis
Rufus,2,182,Miami
Lucas,4,223,Tallahassee
Maggie,1,52,Bakersfield
Mark,3,135,Springfield
Lexi,4,66,Colorado Springs
Monica,2,39,Fayetteville
Denny,1,124,El Paso
Mike,2,55,Philadelphia
Hayden,1,214,Orlando
Logan,1,179,Madrid
Nick,4,78,Jersey City
Eden,1,248,Kansas City
Kieth,3,202,Quebec
Cassandra,3,87,Baltimore
Gladys,3,176,Las Vegas
Matt,1,228,Milwaukee
John,4,221,Berna
Trisha,3,50,Henderson
Owen,3,294,San Diego
Livia,3,212,Tokyo
Ramon,3,240,Innsbruck
Doug,1,88,Hollywood
Bryon,2,237,New Orleans
Alexia,4,69,Boston
Jocelyn,2,50,Lincoln
Marvin,3,9,Oklahoma City
Russel,3,215,Memphis
Gemma,1,149,Anaheim
Ivette,2,56,London
Brad,4,132,Murfreesboro
Natalie,2,150,Salem
George,3,223,Los Angeles
Jack,1,235,Glendale
Skylar,3,161,Philadelphia
Ethan,2,183,Seattle
Abdul,1,237,Bridgeport
John,1,154,Innsbruck
Carl,1,146,Pittsburgh
Matt,2,231,Amarillo
Mark,3,105,Ontario
Harry,2,174,Milwaukee
Dakota,3,38,Detroit
Janice,4,28,Chicago
Sarah,3,164,Philadelphia
Erick,1,253,Prague
Daniel,3,202,Las Vegas
David,4,213,Wien
Nicole,3,143,Denver
Luke,4,192,Honolulu
Jessica,1,86,Murfreesboro
Caydence,1,146,Berlin
Luke,2,252,Omaha
Henry,1,48,Houston
Chelsea,1,8,Portland
Ema,1,121,Dallas
Bethany,3,285,Huntsville
Matthew,2,46,Charlotte
Wendy,2,240,Tallahassee
Alessia,3,272,Fullerton
Paige,3,265,Kansas City
Rebecca,1,138,Lincoln
Caleb,3,255,Richmond
Kirsten,3,273,San Francisco
Chanelle,4,73,Minneapolis
Kate,1,224,Saint Paul
Alexia,1,133,Chicago
Hank,3,224,New Orleans
Oliver,4,30,Reno
Parker,3,194,Valetta
Candice,3,164,Rome
Jamie,2,163,Oklahoma City
Priscilla,2,260,Milwaukee
Josephine,2,110,Jacksonville
Alan,4,112,Seattle
Enoch,4,160,Berna
Rosalyn,3,102,Innsbruck
Marissa,3,274,Lisbon
Carina,1,72,Bellevue
Barry,1,20,Pittsburgh
Matt,1,264,Cincinnati
Rachael,2,52,Otawa
Carina,4,30,Toledo
Molly,1,188,Huntsville
Harry,2,102,Lakewood
Carl,3,64,Seattle
Boris,3,252,Glendale
Parker,3,186,Stockton
Gil,3,64,Zurich
Sydney,1,46,Jersey City
Doris,2,40,Salt Lake City
Caydence,4,3,Los Angeles
Logan,1,242,Toledo
Kieth,1,79,Pittsburgh
Julius,2,152,Las Vegas
Henry,1,297,Phoenix
Carl,2,290,Moreno Valley
Janice,3,220,Portland
Chad,3,265,Henderson
Irene,3,37,Valetta
Owen,3,139,Lancaster
Matthew,4,50,Scottsdale
Meredith,4,99,Oklahoma City
Maxwell,1,17,Bridgeport
Lillian,2,131,Fullerton
Kieth,3,113,Saint Paul
Jacob,1,175,Madison
Nathan,4,105,Portland
Alma,2,45,Honolulu
Andrea,2,113,Arlington
Olivia,3,141,Jacksonville
John,2,150,Indianapolis
Bristol,3,172,Fullerton
Kassandra,2,256,Charlotte
Quinn,4,68,Las Vegas
Julia,1,164,Jacksonville
Benjamin,1,33,Louisville
Julian,3,243,Pittsburgh
Roger,2,276,Honolulu
Hayden,4,56,Long Beach
Bryon,3,136,Santa Ana
Liam,2,152,New Orleans
Tyler,4,220,Detroit
Bart,2,48,Lincoln
Aileen,2,51,Anaheim
Denis,4,101,Chicago
Javier,1,65,Salt Lake City
Carissa,3,95,Oklahoma City
Dani,1,81,Honolulu
Noemi,3,23,Scottsdale
Leanne,3,40,Atlanta
Hannah,2,251,Valetta
Cassandra,1,8,Laredo
Gabriel,3,189,Scottsdale
Jennifer,1,196,Lisbon
Doug,1,82,Seattle
Cara,4,226,Tokyo
Melinda,4,216,Indianapolis
Remy,4,273,Miami
Wade,4,28,Tallahassee
Erick,1,147,Madrid
Jennifer,1,33,Las Vegas
Danny,1,140,Zurich
Lucy,2,295,Memphis
Lucy,4,59,Albuquerque
Allison,1,61,Fullerton
Doug,1,299,Denver
Margot,2,109,Venice
Peter,4,225,Los Angeles
Fred,2,166,Tulsa
Cedrick,1,250,Denver
Thea,4,81,Norfolk
Marvin,4,47,Irving
Tiffany,1,98,Salt Lake City
Mike,4,12,Phoenix
Callie,1,140,San Diego
Valentina,3,196,Lyon
Anthony,1,256,Tokyo
Sebastian,1,115,Nashville
Carla,3,25,Bucharest
Phillip,1,135,Moreno Valley
Iris,4,48,Milano
Jade,2,215,Escondido
Emely,1,43,Arlington
Melody,1,84,Detroit
Fred,3,217,Innsbruck
Samantha,4,142,Atlanta
Kieth,1,272,San Bernardino
Ramon,1,110,Garland
Holly,2,29,Houston
Emely,2,246,Albuquerque
Chad,4,183,Rochester
Denny,1,276,Milano
Louise,4,64,Jersey City
Nicholas,1,86,Baltimore
Katelyn,4,296,Atlanta
Summer,2,290,St. Louis
Sebastian,1,77,Portland
Rihanna,3,215,Louisville
Boris,1,261,Arlington
Eduardo,1,256,Rochester
Harmony,1,7,Springfield
Oliver,4,32,Chicago
Liam,2,184,Quebec
Kurt,3,117,Bridgeport
Dakota,3,261,Pittsburgh
Rita,4,217,Stockton
Vanessa,3,231,Otawa
Tyler,1,251,Springfield
Lucas,2,71,Long Beach
Julianna,3,258,Madison
Katelyn,3,61,Glendale
Jenna,2,101,Seattle
Margaret,1,297,Oakland
Daria,3,276,Colorado Springs
Caydence,4,291,Sacramento
Monica,2,161,Miami
Scarlett,1,75,Rome
Claire,2,280,Hayward
Sofia,4,141,Henderson
Johnny,2,161,Chicago
Louise,3,24,Los Angeles
Russel,4,162,El Paso
Lana,4,264,Jacksonville
Jacqueline,4,140,Kansas City
Susan,3,29,Escondido
Josh,2,253,Nashville
Eve,4,17,Madison
Carter,1,154,Columbus
Fred,4,17,Albuquerque
Louise,4,211,Madrid
Shannon,1,99,Salt Lake City
Jacob,3,239,Los Angeles
Percy,4,68,Innsbruck
Julius,3,121,Stockton
Erica,2,259,Bellevue
Nancy,3,262,Salem
Grace,3,136,Atlanta
Mike,2,284,Long Beach
Nathan,1,235,Omaha
Mike,3,244,Springfield
Vanessa,2,174,Worcester
Hank,1,50,Miami
Hayden,3,171,Phoenix
Nick,2,219,Bakersfield
Rosemary,4,22,San Bernardino
Josephine,3,89,Innsbruck
Daron,3,136,San Bernardino
Peter,1,265,Rochester
Owen,2,149,Denver
Julian,3,31,Atlanta
Johnny,4,214,Valetta
Russel,2,218,Fort Lauderdale
Phillip,4,280,Scottsdale
Javier,1,216,Detroit
Taylor,3,161,Fort Lauderdale
Kate,2,280,Miami
Martin,2,240,Jacksonville
Domenic,4,13,Prague
Deborah,2,224,Laredo
Kurt,2,274,Memphis
Marjorie,4,77,Berlin
Lauren,2,172,Milwaukee
Ethan,2,82,Indianapolis
Wade,1,49,Milwaukee
Ethan,1,293,Madison
Alba,4,110,Portland
Danny,2,202,Boston
Danny,1,268,Reno
Matt,2,3,Sacramento
Benny,1,95,Colorado Springs
Angelina,1,263,Jacksonville
Summer,4,235,Seattle
Noah,1,222,Miami
Erick,4,18,Jersey City
Gil,1,135,Salem
Abdul,1,96,Arlington
Janelle,3,174,Moreno Valley
Jazmin,2,270,Richmond
Matthew,2,157,Cincinnati
Matt,3,168,Arlington
Raquel,4,22,Bakersfield
Andrea,3,195,St. Louis
Barry,3,155,San Jose
Tania,2,297,Anaheim
Carmen,4,271,Springfield
Isla,3,218,Washington
Savannah,3,16,Lakewood
Matt,2,145,Prague
Holly,4,178,Philadelphia
Percy,4,39,Prague
Christy,3,282,Springfield
Judith,1,195,Bellevue
Chuck,4,98,San Bernardino
Benjamin,3,193,Laredo
Tom,4,75,Madrid
Chris,2,11,San Antonio
Rocco,2,295,Baltimore
Havana,3,188,Baltimore
Carter,4,97,Valetta
Bree,3,222,Phoenix
Michael,1,289,Colorado Springs
Anabelle,2,166,Berna
Caleb,1,252,Minneapolis
Chris,4,157,Hollywood
Ramon,4,253,Colorado Springs
Chester,3,252,Henderson
Chuck,3,108,Portland
Liliana,3,61,Salem
Kieth,1,56,Boston
Hayden,4,295,Berlin
Vicky,4,227,Berlin
Harry,2,54,Los Angeles
Ember,3,128,Long Beach
Tom,3,4,Wien
Carolyn,4,88,Moreno Valley
Josh,4,189,Charlotte
Bristol,3,280,Zurich
Rosalee,4,133,Portland
Sebastian,2,139,Hayward
Luke,3,256,Columbus
Gwen,4,278,Lyon
David,3,1,Denver
Rosa,3,77,Omaha
Domenic,3,23,Stockton
Sage,1,56,Seattle
Oliver,2,144,San Diego
Alexa,4,7,Quebec
John,3,275,Rome
Daron,4,88,Reno
Emely,1,271,Columbus
Abdul,3,220,Bucharest
Carter,3,166,Seattle
Hailey,1,135,Baltimore
Jade,3,76,Omaha
Kamila,3,165,Lyon
Nicholas,4,142,Murfreesboro
Caleb,2,262,Moreno Valley
Martin,1,8,Boston
Kassandra,1,165,Nashville
Margot,2,149,Hayward
Kurt,4,102,Irving
Estrella,1,215,Otawa
Ellen,2,10,Salem
Eryn,2,210,Boston
Joseph,3,12,Milano
Michael,1,72,Oakland
Anthony,2,197,Saint Paul
Julius,1,61,Dallas
Andrea,2,101,Prague
Harmony,1,97,Lancaster
Shelby,3,85,San Diego
Rita,4,255,Arlington
Manuel,4,5,Milano
Caleb,3,132,El Paso
Daron,1,19,Sacramento
Mark,2,90,San Jose
Mona,4,188,Jacksonville
Darlene,1,30,Louisville
Irene,1,282,Fayetteville
Harriet,2,254,Albuquerque
Catherine,3,133,Lancaster
Martin,3,186,Honolulu
Lily,2,137,Salt Lake City
Liv,1,74,Lincoln
Denny,3,8,Dallas
Barney,1,0,Las Vegas
Kimberly,2,25,Portland
Joseph,2,5,Denver
Tess,3,62,New Orleans
Makena,4,248,Huntsville
Anabelle,1,238,Hollywood
Charlize,3,239,Oklahoma City
Russel,3,195,Milwaukee
Sasha,2,190,Columbus
Harry,1,29,Memphis
Sienna,2,146,Laredo
Bryon,2,22,Tallahassee
Ivy,3,29,Lancaster
Percy,3,153,Anaheim
David,4,52,Rome
Kate,1,66,Tulsa
Shannon,1,162,Miami
Alexander,1,188,Hayward
Maddison,3,111,Hayward
George,2,8,Innsbruck
Ramon,3,143,Berlin
Daniel,1,289,Fullerton
Sharon,1,158,Paris
Logan,1,191,Kansas City
Davina,4,208,Springfield
Rae,3,107,Paris
Olivia,1,295,Tallahassee
Jane,3,189,Milwaukee
Olivia,1,200,Denver
Anthony,4,57,Bakersfield
Domenic,3,247,Oakland
Kieth,4,16,Sacramento
Jasmine,4,234,Nashville
Percy,1,74,Wien
Chuck,3,181,Oakland
Enoch,2,164,Berna
Andrea,2,78,Louisville
Regina,2,84,Norfolk
Candice,3,291,Kansas City
Tom,2,107,Paris
Harvey,3,38,Salem
Kimberly,1,35,El Paso
Georgia,2,183,Seattle
Moira,3,108,Lincoln
Holly,4,81,Venice
Luke,3,122,Lancaster
Tara,4,108,Scottsdale
Manuel,1,8,Fremont
Aileen,1,120,Berna
Kassandra,4,181,Fullerton
Marissa,1,91,Tallahassee
Adalie,2,54,Garland
Joyce,3,152,Quebec
Jenna,1,8,El Paso
Manuel,2,219,Sacramento
Tess,2,248,Oklahoma City
Allison,4,134,Omaha
Nicholas,3,26,Omaha
Lara,1,221,Memphis
Nate,3,118,Tallahassee
Aiden,4,215,Worcester
Anthony,2,192,Zurich
Ruby,3,202,El Paso
Nate,1,282,Omaha
Rhea,4,137,Zurich
Melanie,3,144,Worcester
Moira,1,167,Baltimore
Jazmin,1,262,Madrid
Ronald,1,220,Memphis
Madison,2,257,Minneapolis
Marvin,3,249,Louisville
Renee,2,109,Scottsdale
Barry,4,19,Colorado Springs
Francesca,1,262,Las Vegas
Rita,2,166,Ontario
Gil,1,60,St. Louis
Melinda,4,40,Glendale
Freya,1,41,Bellevue
Maddison,4,88,Tokyo
Ethan,4,287,Quebec
Mason,2,268,Hollywood
Elly,1,225,Omaha
Denny,2,20,Long Beach
Noemi,3,69,Zurich
Shay,4,212,Lancaster
Sebastian,1,153,Hayward
Kendra,1,58,Sacramento
Gabriel,4,45,Kansas City
Sharon,2,171,Columbus
Susan,4,289,Rochester
Peter,3,183,Salt Lake City
Julian,4,84,Cincinnati
Hayden,3,279,Honolulu
David,1,122,Prague
Sarah,3,9,Los Angeles
Johnathan,2,32,Lancaster
Jack,1,97,Honolulu
Lucas,3,25,Rochester
Brad,3,128,San Antonio
Logan,3,203,Richmond
Enoch,2,66,San Francisco
Brooklyn,3,262,Indianapolis
Sarah,3,200,Garland
Sara,2,11,Pittsburgh
Allison,4,65,El Paso
Owen,1,65,Berlin
Sofie,3,285,Cincinnati
Angelique,4,290,Nashville
Jenna,4,195,Louisville
Liliana,1,41,San Bernardino
Monica,3,297,Stockton
Drew,1,102,Santa Ana
Norah,2,289,Long Beach
Esmeralda,3,282,Fremont
Liam,2,216,Louisville
Danny,2,239,San Francisco
Trisha,4,107,San Antonio
Benjamin,3,250,St. Louis
Hayden,3,53,London
Brad,4,95,Colorado Springs
Bethany,1,151,Venice
Eduardo,4,173,San Antonio
Juliette,2,293,Glendale
Rosa,1,45,Oklahoma City
Anthony,4,190,Jacksonville
Jacob,1,102,Venice
Noah,1,5,Oklahoma City
Rufus,2,123,Saint Paul
Susan,1,6,Saint Paul
Rowan,3,103,Lincoln
Daphne,3,243,Jacksonville
Bart,2,219,Berlin
Enoch,2,189,Jacksonville
Russel,2,142,Santa Ana
Florence,3,167,Lancaster
Melanie,4,11,London
Juliet,4,88,Nashville
Sasha,1,73,Columbus
Rosalie,3,150,Prague
Nathan,2,75,Baltimore
Sage,1,166,Albuquerque
Allison,1,59,Columbus
Elijah,2,107,Zurich
Nancy,1,94,Honolulu
Sasha,1,260,Santa Ana
Rick,1,243,Milano
Nate,3,72,Indianapolis
Erick,2,23,Tokyo
Ethan,4,193,New Orleans
Tiffany,2,44,Moreno Valley
